Shipment ID,Origin Airport,Destination Airport,Shipment Weight (kg),Shipment Volume (m³),Freight Cost (USD),Mode of Transport,Carrier Name,Transit Time (hours),Temperature-Sensitive,Perishable Goods,Customs Clearance Time (hours),Weather Conditions,Day of Week,Delay Status
SHIP017526,JFK,CDG,446.49,44.42,844.02,Air,FedEx,29,No,No,1,Stormy,Saturday,Delayed
SHIP017527,ORD,DXB,509.19,9.53,962.55,Air,Lufthansa Cargo,17,No,Yes,15,Stormy,Wednesday,On-Time
SHIP017528,MIA,DXB,637.94,48.03,1205.93,Air,DHL,63,No,Yes,9,Clear,Monday,On-Time
SHIP017529,ATL,SYD,281.64,35.37,532.4,Air,DHL,57,No,No,32,Stormy,Thursday,Delayed
SHIP017530,JFK,LHR,601.41,9.91,1136.87,Rail,DHL,62,No,No,16,Foggy,Saturday,On-Time
SHIP017531,MIA,NRT,696.11,23.2,1315.89,Air,DHL,42,No,No,25,Rainy,Saturday,Delayed
SHIP017532,ORD,HKG,126.75,34.98,239.6,Air,DHL,19,No,No,19,Clear,Saturday,Delayed
SHIP017533,LAX,SIN,525.27,0.95,992.94,Rail,Emirates Cargo,47,Yes,Yes,25,Foggy,Monday,On-Time
SHIP017534,ORD,SYD,336.13,39.04,635.4,Air,FedEx,49,Yes,No,31,Clear,Saturday,Delayed
SHIP017535,SFO,DXB,561.78,47.39,1061.96,Truck,Emirates Cargo,36,No,No,27,Rainy,Wednesday,Delayed
SHIP017536,ORD,DXB,31.08,4.17,58.75,Air,UPS,41,Yes,Yes,34,Stormy,Wednesday,Delayed
SHIP017537,MIA,LHR,745.25,44.92,1408.78,Truck,Emirates Cargo,37,No,No,40,Clear,Tuesday,On-Time
SHIP017538,MIA,DXB,176.72,23.28,334.06,Air,FedEx,58,No,No,21,Rainy,Saturday,On-Time
SHIP017539,DFW,SIN,692.49,25.83,1309.05,Rail,FedEx,28,No,No,41,Clear,Friday,On-Time
SHIP017540,DFW,LHR,771.13,42.02,1457.7,Rail,UPS,8,No,No,45,Foggy,Monday,Delayed
SHIP017541,MIA,CDG,755.09,29.52,1427.38,Air,UPS,5,No,No,43,Clear,Thursday,Delayed
SHIP017542,MIA,LHR,819.33,17.64,1548.82,Air,FedEx,67,No,No,7,Clear,Thursday,On-Time
SHIP017543,LAX,NRT,314.67,36.66,594.84,Air,Lufthansa Cargo,36,No,No,3,Clear,Tuesday,On-Time
SHIP017544,LAX,SIN,967.44,7,1828.8,Air,FedEx,69,No,Yes,13,Clear,Tuesday,On-Time
SHIP017545,ORD,NRT,33.58,33.35,63.48,Air,UPS,55,Yes,No,36,Foggy,Tuesday,On-Time
SHIP017546,SFO,SIN,486.39,38.75,919.45,Truck,Lufthansa Cargo,14,Yes,No,3,Rainy,Thursday,On-Time
SHIP017547,ATL,CDG,277.58,16.81,524.72,Air,UPS,25,No,No,5,Clear,Thursday,Delayed
SHIP017548,SFO,SYD,742.48,48.51,1403.55,Air,Emirates Cargo,19,No,No,39,Clear,Thursday,Delayed
SHIP017549,LAX,LHR,807.17,32.07,1525.83,Air,FedEx,49,No,No,10,Clear,Friday,Delayed
SHIP017550,ORD,SIN,824.17,4.87,1557.97,Air,Emirates Cargo,56,Yes,No,34,Rainy,Monday,Delayed
SHIP017551,SFO,SIN,303.94,48.32,574.55,Air,DHL,13,No,No,28,Foggy,Wednesday,Delayed
SHIP017552,JFK,CDG,281.4,37.23,531.94,Truck,Emirates Cargo,8,No,Yes,42,Clear,Sunday,On-Time
SHIP017553,DFW,HKG,680.17,34.81,1285.76,Air,DHL,32,Yes,Yes,33,Stormy,Thursday,On-Time
SHIP017554,SFO,LHR,928.9,12.74,1755.94,Air,FedEx,49,No,Yes,10,Clear,Monday,Delayed
SHIP017555,ATL,SIN,261.66,23.71,494.63,Air,UPS,52,No,No,26,Clear,Monday,Delayed
SHIP017556,ORD,DXB,911.49,45.06,1723.03,Rail,Lufthansa Cargo,45,No,No,37,Clear,Friday,On-Time
SHIP017557,SFO,CDG,595.55,15.48,1125.8,Air,Lufthansa Cargo,31,No,No,2,Rainy,Wednesday,On-Time
SHIP017558,MIA,HKG,740.56,21.22,1399.92,Truck,DHL,24,No,No,15,Clear,Friday,Delayed
SHIP017559,JFK,HKG,445.49,12.91,842.13,Truck,UPS,35,No,Yes,40,Clear,Sunday,Delayed
SHIP017560,DFW,CDG,808.79,10.87,1528.89,Rail,DHL,16,No,No,22,Clear,Tuesday,On-Time
SHIP017561,JFK,HKG,970.79,2.28,1835.13,Rail,Lufthansa Cargo,58,No,No,45,Clear,Sunday,On-Time
SHIP017562,ORD,SIN,178.87,36.87,338.13,Air,Lufthansa Cargo,53,No,Yes,1,Clear,Wednesday,On-Time
SHIP017563,LAX,HKG,391.7,4.63,740.45,Air,FedEx,44,Yes,No,31,Clear,Monday,Delayed
SHIP017564,DFW,LHR,863.83,26.61,1632.94,Air,DHL,52,Yes,No,17,Clear,Saturday,On-Time
SHIP017565,JFK,DXB,184.91,2.58,349.54,Truck,DHL,49,No,No,8,Clear,Thursday,On-Time
SHIP017566,LAX,SIN,418.83,49.2,791.73,Air,Lufthansa Cargo,41,No,No,44,Clear,Wednesday,Delayed
SHIP017567,ATL,CDG,174.45,35.5,329.77,Rail,Lufthansa Cargo,31,No,Yes,22,Clear,Sunday,Delayed
SHIP017568,ORD,DXB,651.88,31.56,1232.28,Truck,FedEx,25,Yes,No,6,Stormy,Sunday,Delayed
SHIP017569,ORD,SYD,245.94,9.4,464.91,Truck,UPS,11,Yes,No,30,Clear,Saturday,On-Time
SHIP017570,DFW,SIN,386.99,26.45,731.55,Air,UPS,36,No,No,32,Rainy,Monday,Delayed
SHIP017571,JFK,DXB,496.22,25.23,938.03,Air,UPS,53,Yes,No,36,Rainy,Monday,On-Time
SHIP017572,ATL,HKG,304.16,18,574.97,Rail,Emirates Cargo,61,No,No,11,Rainy,Tuesday,On-Time
SHIP017573,MIA,SYD,683.1,7.89,1291.3,Air,UPS,26,No,Yes,45,Stormy,Thursday,Delayed
SHIP017574,DFW,CDG,120.14,18.42,227.11,Air,FedEx,39,No,No,14,Clear,Sunday,Delayed
SHIP017575,MIA,CDG,881,30.49,1665.4,Air,DHL,7,No,Yes,19,Clear,Monday,Delayed
SHIP017576,DFW,LHR,486.53,24.42,919.71,Air,DHL,26,Yes,Yes,2,Clear,Monday,On-Time
SHIP017577,JFK,HKG,577.09,28.55,1090.9,Air,UPS,43,No,No,5,Clear,Thursday,Delayed
SHIP017578,ATL,LHR,625.91,28.64,1183.19,Air,Emirates Cargo,24,No,No,40,Stormy,Sunday,Delayed
SHIP017579,JFK,LHR,69.09,12.31,130.6,Air,DHL,17,Yes,No,24,Clear,Friday,Delayed
SHIP017580,ORD,HKG,759.42,5.64,1435.57,Air,Emirates Cargo,43,No,Yes,40,Clear,Monday,On-Time
SHIP017581,MIA,SIN,946.48,26.14,1789.18,Rail,UPS,71,No,No,35,Clear,Friday,On-Time
SHIP017582,LAX,SYD,524.71,44.63,991.88,Truck,Emirates Cargo,55,Yes,No,39,Clear,Sunday,On-Time
SHIP017583,SFO,NRT,396.96,49.77,750.39,Rail,Lufthansa Cargo,68,No,Yes,20,Rainy,Friday,On-Time
SHIP017584,ORD,LHR,786.95,39.32,1487.61,Truck,Lufthansa Cargo,49,No,No,41,Rainy,Thursday,On-Time
SHIP017585,ORD,DXB,723.15,11.13,1367.01,Air,Lufthansa Cargo,24,Yes,No,28,Clear,Monday,On-Time
SHIP017586,MIA,SYD,654.47,31.55,1237.18,Air,FedEx,11,No,No,45,Rainy,Monday,Delayed
SHIP017587,DFW,SIN,965.7,12.02,1825.51,Truck,FedEx,61,No,No,24,Clear,Sunday,On-Time
SHIP017588,ORD,HKG,585.96,28.86,1107.67,Air,UPS,53,No,No,42,Clear,Friday,Delayed
SHIP017589,SFO,CDG,255.89,24.09,483.72,Air,Emirates Cargo,49,No,No,2,Clear,Tuesday,Delayed
SHIP017590,ATL,SIN,34.52,19.14,65.25,Rail,Emirates Cargo,48,No,No,42,Clear,Friday,On-Time
SHIP017591,ORD,LHR,458.93,32.12,867.54,Air,Lufthansa Cargo,14,Yes,No,4,Clear,Monday,On-Time
SHIP017592,ATL,DXB,655.8,42.9,1239.69,Air,Lufthansa Cargo,11,Yes,Yes,20,Clear,Wednesday,On-Time
SHIP017593,JFK,SYD,180.42,16.94,341.06,Truck,Lufthansa Cargo,37,Yes,No,46,Foggy,Friday,On-Time
SHIP017594,DFW,HKG,35.51,24.36,67.13,Truck,Emirates Cargo,25,No,No,14,Foggy,Friday,Delayed
SHIP017595,ATL,CDG,910,22.85,1720.22,Air,Emirates Cargo,51,No,No,38,Rainy,Monday,On-Time
SHIP017596,ORD,SYD,308.93,12.54,583.99,Air,Lufthansa Cargo,16,No,No,11,Clear,Monday,On-Time
SHIP017597,DFW,DXB,471.39,21.11,891.09,Air,Emirates Cargo,38,No,No,32,Rainy,Saturday,On-Time
SHIP017598,SFO,NRT,100.16,1.18,189.34,Air,FedEx,53,Yes,No,44,Rainy,Monday,On-Time
SHIP017599,DFW,CDG,387.8,25.92,733.08,Rail,UPS,50,No,Yes,1,Clear,Thursday,On-Time
SHIP017600,ATL,HKG,429.54,36.07,811.98,Truck,Lufthansa Cargo,66,No,No,32,Rainy,Wednesday,On-Time
SHIP017601,ATL,SYD,903.72,18.44,1708.35,Air,DHL,20,No,No,10,Rainy,Tuesday,On-Time
SHIP017602,LAX,SIN,866.8,37.35,1638.55,Air,FedEx,62,No,No,37,Clear,Thursday,Delayed
SHIP017603,LAX,LHR,197.11,37.56,372.61,Air,Lufthansa Cargo,50,No,No,36,Clear,Friday,Delayed
SHIP017604,DFW,HKG,560.5,49.21,1059.54,Air,Lufthansa Cargo,5,No,Yes,12,Rainy,Sunday,On-Time
SHIP017605,MIA,DXB,733.94,27.34,1387.4,Air,Emirates Cargo,5,No,No,5,Clear,Saturday,On-Time
SHIP017606,MIA,SIN,298.93,20.26,565.08,Air,FedEx,20,No,No,27,Clear,Friday,On-Time
SHIP017607,LAX,SYD,400.49,32.01,757.07,Air,UPS,62,Yes,No,20,Clear,Saturday,On-Time
SHIP017608,ORD,CDG,985.03,31.37,1862.05,Truck,DHL,50,No,No,7,Stormy,Saturday,On-Time
SHIP017609,JFK,SIN,762.13,49.37,1440.69,Air,Lufthansa Cargo,35,Yes,No,35,Clear,Friday,Delayed
SHIP017610,DFW,SIN,442.81,35.41,837.07,Truck,UPS,71,No,No,22,Clear,Tuesday,Delayed
SHIP017611,JFK,DXB,538.74,15.4,1018.41,Truck,DHL,40,Yes,Yes,5,Foggy,Wednesday,On-Time
SHIP017612,LAX,LHR,629.52,9.46,1190.01,Air,UPS,58,Yes,No,2,Clear,Sunday,Delayed
SHIP017613,ATL,NRT,503.85,39.66,952.45,Air,Emirates Cargo,66,No,Yes,46,Clear,Tuesday,On-Time
SHIP017614,SFO,SIN,417.5,9.07,789.22,Air,FedEx,61,No,No,11,Clear,Wednesday,Delayed
SHIP017615,DFW,SIN,365.76,31.41,691.41,Air,Lufthansa Cargo,57,No,No,2,Foggy,Friday,On-Time
SHIP017616,LAX,LHR,177.29,6.7,335.14,Air,DHL,31,Yes,No,6,Foggy,Monday,Delayed
SHIP017617,ORD,LHR,973.88,35.96,1840.97,Rail,Lufthansa Cargo,67,No,No,28,Foggy,Tuesday,Delayed
SHIP017618,SFO,CDG,100.5,39.17,189.98,Truck,DHL,68,No,No,7,Clear,Wednesday,On-Time
SHIP017619,DFW,SYD,605.01,49.53,1143.68,Air,UPS,34,No,No,23,Clear,Saturday,Delayed
SHIP017620,DFW,CDG,960.01,47.72,1814.75,Rail,Lufthansa Cargo,36,Yes,No,24,Clear,Friday,Delayed
SHIP017621,MIA,LHR,381.18,35.72,720.56,Air,FedEx,52,No,No,33,Clear,Friday,On-Time
SHIP017622,ATL,NRT,259.9,13.95,491.3,Air,DHL,69,No,Yes,22,Clear,Wednesday,On-Time
SHIP017623,DFW,HKG,955.97,2.28,1807.12,Air,Emirates Cargo,24,No,No,17,Clear,Thursday,Delayed
SHIP017624,ATL,LHR,803.72,27.81,1519.31,Truck,UPS,18,No,No,26,Clear,Saturday,On-Time
SHIP017625,LAX,CDG,658.47,38.32,1244.74,Air,Emirates Cargo,48,No,No,47,Foggy,Tuesday,Delayed
SHIP017626,ORD,DXB,615.87,0.63,1164.21,Air,UPS,50,No,No,27,Rainy,Friday,On-Time
SHIP017627,SFO,DXB,366.52,26.29,692.85,Air,FedEx,18,No,No,3,Clear,Saturday,Delayed
SHIP017628,SFO,SYD,644.91,44.16,1219.1,Truck,Emirates Cargo,66,Yes,No,16,Clear,Tuesday,On-Time
SHIP017629,ORD,SIN,727.78,31.9,1375.76,Air,UPS,37,No,No,36,Rainy,Monday,On-Time
SHIP017630,DFW,NRT,41.41,34.22,78.28,Air,Emirates Cargo,33,No,Yes,33,Foggy,Sunday,Delayed
SHIP017631,DFW,DXB,126.51,23.77,239.15,Truck,UPS,38,Yes,No,21,Clear,Saturday,On-Time
SHIP017632,LAX,CDG,321.96,47.16,608.62,Rail,FedEx,57,No,No,4,Clear,Thursday,On-Time
SHIP017633,MIA,DXB,329.9,18.79,623.63,Truck,Lufthansa Cargo,63,No,No,28,Clear,Thursday,Delayed
SHIP017634,MIA,NRT,901.51,19.02,1704.17,Truck,UPS,23,Yes,No,10,Clear,Tuesday,On-Time
SHIP017635,MIA,NRT,687.66,25.94,1299.92,Truck,DHL,70,No,No,4,Clear,Thursday,Delayed
SHIP017636,ATL,HKG,379.77,29.34,717.9,Truck,Lufthansa Cargo,40,Yes,No,41,Rainy,Thursday,On-Time
SHIP017637,MIA,LHR,811.11,26.92,1533.28,Air,Emirates Cargo,25,Yes,No,15,Clear,Saturday,Delayed
SHIP017638,ORD,LHR,329.96,40.95,623.74,Air,Emirates Cargo,21,Yes,No,17,Clear,Monday,On-Time
SHIP017639,SFO,CDG,990.85,41.74,1873.05,Air,Emirates Cargo,67,Yes,No,31,Clear,Wednesday,Delayed
SHIP017640,SFO,SIN,783.8,6.67,1481.65,Air,DHL,69,Yes,Yes,21,Rainy,Friday,On-Time
SHIP017641,ATL,NRT,810.31,29.85,1531.77,Air,DHL,34,No,No,13,Clear,Sunday,On-Time
SHIP017642,LAX,LHR,268.36,49.2,507.29,Air,DHL,40,No,No,27,Clear,Saturday,Delayed
SHIP017643,ORD,DXB,153.58,30.02,290.32,Rail,DHL,5,No,No,10,Clear,Monday,On-Time
SHIP017644,SFO,NRT,395.64,34.44,747.9,Air,DHL,61,No,No,39,Clear,Tuesday,On-Time
SHIP017645,ORD,HKG,340.89,43.08,644.4,Air,DHL,63,No,No,22,Rainy,Saturday,On-Time
SHIP017646,SFO,SIN,772.13,43.34,1459.59,Air,Lufthansa Cargo,51,No,No,12,Foggy,Sunday,Delayed
SHIP017647,JFK,SIN,182.55,0.96,345.08,Air,Lufthansa Cargo,8,No,Yes,31,Clear,Friday,Delayed
SHIP017648,LAX,SIN,532.19,12.05,1006.02,Truck,Emirates Cargo,5,No,No,35,Foggy,Wednesday,Delayed
SHIP017649,LAX,LHR,631.91,43.16,1194.53,Truck,DHL,25,No,No,5,Clear,Friday,On-Time
SHIP017650,JFK,SYD,391.31,33.39,739.71,Air,FedEx,17,No,No,11,Stormy,Sunday,Delayed
SHIP017651,ATL,SIN,208.6,31.62,394.33,Air,Emirates Cargo,13,No,No,47,Clear,Tuesday,Delayed
SHIP017652,SFO,CDG,896.71,43.01,1695.09,Air,Emirates Cargo,66,Yes,No,33,Clear,Friday,Delayed
SHIP017653,SFO,DXB,147.45,40.35,278.73,Air,UPS,41,No,No,18,Clear,Saturday,On-Time
SHIP017654,SFO,SYD,310.77,37.59,587.46,Air,Emirates Cargo,23,Yes,No,47,Rainy,Thursday,On-Time
SHIP017655,MIA,HKG,759,2.46,1434.77,Air,Emirates Cargo,20,No,No,36,Clear,Sunday,On-Time
SHIP017656,MIA,DXB,609.26,39.1,1151.71,Air,Emirates Cargo,46,No,No,1,Clear,Monday,Delayed
SHIP017657,MIA,CDG,733.34,10.11,1386.27,Air,UPS,39,No,No,15,Clear,Friday,Delayed
SHIP017658,MIA,CDG,810.68,1.4,1532.47,Air,FedEx,70,No,No,7,Clear,Wednesday,Delayed
SHIP017659,MIA,NRT,896.44,24.65,1694.58,Air,DHL,37,Yes,No,32,Clear,Tuesday,Delayed
SHIP017660,JFK,SYD,311.52,47.12,588.88,Air,UPS,52,No,No,36,Clear,Tuesday,On-Time
SHIP017661,LAX,DXB,479.56,44.33,906.54,Truck,DHL,52,No,No,11,Clear,Thursday,Delayed
SHIP017662,ATL,LHR,691.43,49.1,1307.04,Air,Lufthansa Cargo,34,No,No,14,Clear,Wednesday,Delayed
SHIP017663,ORD,NRT,796.8,12.4,1506.23,Air,Emirates Cargo,59,No,No,29,Rainy,Thursday,On-Time
SHIP017664,MIA,CDG,582.04,34.8,1100.26,Air,Emirates Cargo,40,No,Yes,36,Clear,Thursday,On-Time
SHIP017665,JFK,SIN,518.61,2.89,980.35,Air,Emirates Cargo,36,No,No,5,Clear,Monday,On-Time
SHIP017666,SFO,HKG,694.85,40.19,1313.51,Air,Emirates Cargo,29,No,No,26,Clear,Sunday,Delayed
SHIP017667,ATL,HKG,388.21,26.24,733.85,Air,FedEx,23,Yes,No,33,Clear,Sunday,Delayed
SHIP017668,ATL,CDG,894.77,49.81,1691.43,Air,DHL,56,No,Yes,15,Clear,Tuesday,On-Time
SHIP017669,ATL,SIN,220.1,12.08,416.07,Rail,UPS,50,No,No,34,Clear,Sunday,Delayed
SHIP017670,JFK,DXB,885.16,39.25,1673.26,Truck,UPS,58,Yes,No,24,Clear,Saturday,On-Time
SHIP017671,ORD,HKG,647.18,8.63,1223.4,Air,FedEx,22,No,No,37,Clear,Monday,On-Time
SHIP017672,MIA,SIN,604.65,14.43,1143,Air,FedEx,66,No,No,41,Rainy,Thursday,Delayed
SHIP017673,ATL,SIN,475.26,14.85,898.41,Truck,Lufthansa Cargo,71,No,No,10,Clear,Monday,On-Time
SHIP017674,JFK,LHR,163.2,28.94,308.5,Air,DHL,51,No,No,5,Clear,Wednesday,Delayed
SHIP017675,SFO,CDG,866.28,18.32,1637.57,Air,Emirates Cargo,28,No,No,1,Rainy,Tuesday,Delayed
SHIP017676,LAX,SIN,62.01,21.99,117.22,Air,Emirates Cargo,27,No,No,44,Clear,Wednesday,Delayed
SHIP017677,SFO,NRT,277.27,26.14,524.14,Air,FedEx,28,No,No,1,Rainy,Wednesday,On-Time
SHIP017678,JFK,DXB,118.61,2.91,224.21,Air,FedEx,35,No,No,42,Clear,Monday,Delayed
SHIP017679,JFK,HKG,115.77,33.3,218.85,Air,UPS,60,No,Yes,47,Stormy,Wednesday,On-Time
SHIP017680,JFK,NRT,396.52,32.5,749.56,Air,UPS,22,Yes,No,32,Clear,Wednesday,Delayed
SHIP017681,ATL,LHR,168.82,48.24,319.13,Air,FedEx,18,No,No,30,Clear,Friday,Delayed
SHIP017682,JFK,DXB,585.57,6.76,1106.93,Air,Lufthansa Cargo,22,Yes,No,21,Clear,Friday,Delayed
SHIP017683,LAX,HKG,630.89,1.65,1192.6,Air,Lufthansa Cargo,40,No,No,27,Clear,Tuesday,On-Time
SHIP017684,ATL,CDG,883.27,6.75,1669.69,Air,Emirates Cargo,26,Yes,No,42,Clear,Sunday,Delayed
SHIP017685,SFO,DXB,306.67,21.18,579.71,Air,Lufthansa Cargo,60,No,Yes,13,Clear,Sunday,On-Time
SHIP017686,LAX,HKG,316.09,10.78,597.52,Air,Emirates Cargo,62,Yes,No,12,Clear,Sunday,On-Time
SHIP017687,DFW,LHR,253.91,10.89,479.98,Rail,Lufthansa Cargo,28,No,Yes,29,Clear,Friday,On-Time
SHIP017688,SFO,NRT,783.99,43.48,1482.01,Air,Lufthansa Cargo,19,No,No,46,Clear,Tuesday,Delayed
SHIP017689,JFK,HKG,433.78,16.26,820,Air,FedEx,53,Yes,No,43,Stormy,Wednesday,On-Time
SHIP017690,MIA,SIN,556.9,20.9,1052.73,Air,Lufthansa Cargo,70,Yes,No,16,Stormy,Sunday,Delayed
SHIP017691,MIA,LHR,380.87,34.24,719.98,Truck,Emirates Cargo,22,Yes,No,39,Foggy,Friday,On-Time
SHIP017692,ATL,DXB,165.24,17.06,312.36,Air,DHL,26,Yes,No,20,Stormy,Saturday,Delayed
SHIP017693,MIA,SYD,111.5,27.76,210.77,Air,DHL,17,No,No,32,Rainy,Wednesday,On-Time
SHIP017694,SFO,CDG,869.59,26.19,1643.83,Air,UPS,5,Yes,No,4,Clear,Sunday,On-Time
SHIP017695,ATL,NRT,272.83,13.15,515.74,Air,Emirates Cargo,6,No,No,13,Clear,Thursday,On-Time
SHIP017696,SFO,LHR,942.2,35.88,1781.09,Rail,FedEx,55,Yes,Yes,19,Foggy,Monday,Delayed
SHIP017697,JFK,NRT,947.82,41.72,1791.71,Rail,FedEx,32,No,Yes,34,Clear,Tuesday,Delayed
SHIP017698,ORD,LHR,484.13,39.19,915.17,Air,UPS,23,No,Yes,42,Clear,Wednesday,Delayed
SHIP017699,ORD,LHR,959,19.82,1812.84,Rail,DHL,26,No,No,39,Rainy,Sunday,On-Time
SHIP017700,LAX,HKG,38.2,46.65,72.21,Air,Emirates Cargo,51,No,Yes,9,Stormy,Monday,On-Time
SHIP017701,JFK,SIN,100.73,44.96,190.41,Air,Lufthansa Cargo,50,No,No,24,Clear,Thursday,On-Time
SHIP017702,MIA,SYD,250.88,13.42,474.25,Air,UPS,8,No,No,37,Stormy,Saturday,On-Time
SHIP017703,JFK,CDG,217.1,6.28,410.39,Air,Emirates Cargo,49,Yes,No,27,Foggy,Saturday,Delayed
SHIP017704,DFW,NRT,260.11,44.7,491.7,Truck,Lufthansa Cargo,19,No,No,33,Rainy,Friday,Delayed
SHIP017705,ORD,CDG,457.77,37.27,865.34,Truck,Lufthansa Cargo,6,No,No,28,Foggy,Friday,On-Time
SHIP017706,MIA,SIN,72.29,15.62,136.65,Air,Emirates Cargo,56,No,No,43,Clear,Thursday,Delayed
SHIP017707,SFO,HKG,559.83,15.31,1058.27,Air,FedEx,25,Yes,No,25,Rainy,Saturday,On-Time
SHIP017708,SFO,HKG,316.36,16.18,598.03,Air,Emirates Cargo,71,No,Yes,35,Stormy,Wednesday,Delayed
SHIP017709,ORD,SIN,80.83,43.08,152.8,Rail,Emirates Cargo,59,No,No,15,Foggy,Tuesday,Delayed
SHIP017710,JFK,NRT,755.68,12.09,1428.5,Air,FedEx,67,No,No,11,Clear,Sunday,Delayed
SHIP017711,MIA,SIN,656.9,32.59,1241.77,Air,UPS,36,Yes,No,33,Stormy,Sunday,On-Time
SHIP017712,LAX,DXB,795.5,41.74,1503.77,Rail,FedEx,70,No,No,3,Stormy,Friday,On-Time
SHIP017713,SFO,HKG,939.84,19.43,1776.62,Air,Lufthansa Cargo,7,Yes,Yes,45,Foggy,Monday,On-Time
SHIP017714,JFK,NRT,589.91,3.17,1115.14,Truck,DHL,29,No,Yes,2,Stormy,Saturday,Delayed
SHIP017715,LAX,LHR,788.85,37.97,1491.2,Air,UPS,71,No,Yes,46,Rainy,Wednesday,Delayed
SHIP017716,MIA,CDG,207.19,1.09,391.66,Air,Emirates Cargo,50,Yes,No,2,Clear,Saturday,Delayed
SHIP017717,ORD,HKG,416.26,41.56,786.88,Truck,Emirates Cargo,8,Yes,No,34,Clear,Friday,On-Time
SHIP017718,DFW,SIN,534.77,18.11,1010.9,Rail,Lufthansa Cargo,6,No,No,24,Clear,Tuesday,Delayed
SHIP017719,ATL,LHR,545.8,40.09,1031.75,Truck,Lufthansa Cargo,51,Yes,No,15,Clear,Wednesday,Delayed
SHIP017720,ORD,DXB,721.15,27.31,1363.22,Truck,UPS,67,No,No,19,Clear,Sunday,On-Time
SHIP017721,LAX,SYD,797.98,18.02,1508.46,Air,UPS,50,No,No,25,Clear,Monday,On-Time
SHIP017722,JFK,DXB,670.18,44.98,1266.87,Rail,UPS,65,No,Yes,30,Clear,Tuesday,On-Time
SHIP017723,SFO,LHR,56.77,38.38,107.32,Air,Lufthansa Cargo,18,No,No,17,Rainy,Tuesday,Delayed
SHIP017724,MIA,NRT,357.7,4.13,676.18,Air,DHL,8,Yes,No,38,Clear,Wednesday,Delayed
SHIP017725,ORD,NRT,576.71,46.54,1090.18,Air,FedEx,54,No,No,18,Rainy,Sunday,On-Time
SHIP017726,SFO,LHR,512.79,23.4,969.35,Air,Lufthansa Cargo,61,No,No,39,Rainy,Saturday,Delayed
SHIP017727,SFO,NRT,54.35,7.53,102.74,Truck,DHL,49,No,No,26,Clear,Friday,Delayed
SHIP017728,DFW,SIN,980.83,38.58,1854.11,Air,Lufthansa Cargo,20,No,No,24,Clear,Monday,On-Time
SHIP017729,MIA,NRT,956.54,25.93,1808.19,Air,FedEx,43,Yes,Yes,8,Clear,Friday,Delayed
SHIP017730,LAX,SYD,776.02,33.67,1466.95,Air,UPS,12,Yes,No,32,Clear,Monday,Delayed
SHIP017731,MIA,SIN,64.8,34.73,122.49,Air,DHL,50,Yes,No,41,Stormy,Wednesday,Delayed
SHIP017732,MIA,CDG,435.91,9.94,824.02,Air,UPS,68,No,No,45,Rainy,Tuesday,On-Time
SHIP017733,JFK,NRT,415.67,48.55,785.76,Air,FedEx,56,Yes,No,23,Clear,Tuesday,On-Time
SHIP017734,ATL,SYD,562.45,5.37,1063.23,Air,Lufthansa Cargo,23,No,No,38,Clear,Wednesday,Delayed
SHIP017735,SFO,SYD,65.37,30.33,123.57,Rail,Emirates Cargo,33,No,No,8,Clear,Tuesday,On-Time
SHIP017736,LAX,CDG,429.42,7.4,811.75,Air,FedEx,55,No,No,26,Clear,Friday,On-Time
SHIP017737,JFK,DXB,760.26,43.88,1437.16,Air,FedEx,18,No,No,7,Clear,Sunday,On-Time
SHIP017738,SFO,LHR,998.03,8.74,1886.62,Air,DHL,40,No,No,42,Clear,Sunday,On-Time
SHIP017739,ATL,DXB,599.49,22.11,1133.24,Air,Emirates Cargo,15,No,No,28,Clear,Sunday,On-Time
SHIP017740,JFK,NRT,941.21,4.43,1779.21,Air,DHL,60,Yes,No,40,Clear,Tuesday,On-Time
SHIP017741,ATL,NRT,998.55,22.46,1887.61,Air,DHL,54,Yes,No,47,Rainy,Saturday,Delayed
SHIP017742,ATL,SIN,440.43,0.3,832.57,Rail,UPS,49,No,Yes,44,Rainy,Thursday,Delayed
SHIP017743,ATL,HKG,672,22.23,1270.31,Air,FedEx,43,No,No,16,Rainy,Wednesday,Delayed
SHIP017744,JFK,NRT,221.08,34.43,417.92,Air,FedEx,69,No,Yes,38,Clear,Friday,Delayed
SHIP017745,MIA,NRT,480.89,9.22,909.05,Air,FedEx,38,Yes,Yes,35,Stormy,Tuesday,Delayed
SHIP017746,ATL,SIN,87.63,27.69,165.65,Air,Emirates Cargo,34,Yes,No,43,Rainy,Saturday,On-Time
SHIP017747,MIA,HKG,38.86,23.77,73.46,Air,UPS,25,No,No,36,Clear,Monday,On-Time
SHIP017748,SFO,LHR,893.99,16.82,1689.95,Air,Emirates Cargo,7,No,Yes,31,Rainy,Wednesday,Delayed
SHIP017749,SFO,LHR,859.82,33.57,1625.36,Air,Lufthansa Cargo,36,Yes,No,47,Stormy,Sunday,On-Time
SHIP017750,LAX,SYD,318.94,49.76,602.91,Rail,DHL,61,No,No,37,Foggy,Friday,Delayed
SHIP017751,DFW,LHR,462.38,46.9,874.06,Air,DHL,61,No,No,24,Clear,Tuesday,On-Time
SHIP017752,MIA,CDG,498.67,48.51,942.66,Rail,Emirates Cargo,27,No,No,16,Clear,Tuesday,Delayed
SHIP017753,SFO,CDG,525.49,1.11,993.36,Air,Emirates Cargo,54,Yes,No,38,Clear,Friday,On-Time
